Tarih,Varlık,Fiyat,Supertrend_Sinyal,Tilson_Sinyal,Hacim_SMI,Kombine_Dip,SSL&EMA_Sinyal,BB_Sikisma,BB_Fiyat_Durum,Destek_Direnc,Alim_Bandi,Satim_Bandi,EMA_200_Durumu,RSI,StochRSI,TSI,BB_Bant_Durum
2026-07-24 21:56,A1CAP,9.48,🔴 Düşüş Trendinde,🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 9.95 (%5.0 üstte),4.46-5.73 (%39.6 altta),-,-,34.18,9.59,-0.73,
2026-07-24 21:56,A1YEN,2.93,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 2.84 (%3.1 altta) | EMA55 Direnç: 2.95 (%0.8 üstte),2.18-2.70 (%7.7 altta),-,14.27,46.16,1.37,-0.68,
2026-07-24 21:56,AAGYO,14.25,🟢 Yükseliş Trendinde,🔴 SAT,-,-,-,-,-,EMA5 Direnç: 15.14 (%6.2 üstte),-,-,-,8.94,,-0.97,
2026-07-24 21:56,ACSEL,128.5,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 121.75 (%5.3 altta) | EMA21 Direnç: 131.28 (%2.2 üstte),-,-,29.9,49.92,0.52,-0.04,
2026-07-24 21:56,ADEL,30.12,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 30.76 (%2.1 üstte),-,47.64-57.64 (%58.2 üstte),-57.14,42.05,0.29,-0.82,
2026-07-24 21:56,ADESE,0.91,🔴 Düşüş Trendinde,🔴 SAT,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 0.94 (%3.2 üstte),0.14-0.15 (%83.5 altta),-,-8.34,35.38,4.39,-0.9,
2026-07-24 21:56,ADGYO,52.6,🔴 Düşüş Trendinde,🔴 SAT,-,-,-,🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 52.53 (%0.1 altta) | EMA21 Direnç: 54.79 (%4.2 üstte),27.44-28.60 (%45.6 altta),-,-,46.68,8.81,-0.89,
2026-07-24 21:56,AEFES,20.96,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 20.73 (%1.1 altta),13.44-13.99 (%33.2 altta),-,56.42,61.58,48.79,0.81,
2026-07-24 21:56,AFYON,12.69,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 12.36 (%2.6 altta) | EMA5 Direnç: 12.91 (%1.7 üstte),2.64-2.81 (%77.8 altta),-,24.85,44.91,26.74,-0.53,
2026-07-24 21:56,AGESA,239.2,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 235.72 (%1.5 altta) | EMA5 Direnç: 241.46 (%0.9 üstte),-,-,89.95,54.16,9.67,0.24,
2026-07-24 21:56,AGHOL,33.9,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 33.66 (%0.7 altta),24.14-25.64 (%24.4 altta),-,47.89,55.93,31.81,0.22,
2026-07-24 21:56,AGROT,2.78,🔴 Düşüş Trendinde,⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,-,🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 2.67 (%3.9 altta) | EMA21 Direnç: 2.89 (%4.0 üstte),-,9.07-11.88 (%226.4 üstte),-,43.8,25.02,-0.91,
2026-07-24 21:56,AGYO,7.76,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 7.61 (%1.9 altta) | EMA5 Direnç: 7.89 (%1.7 üstte),5.90-6.64 (%14.4 altta),-,15.9,44.66,1.8,-0.87,
2026-07-24 21:56,AHGAZ,35.4,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 35.33 (%0.2 altta),-,-,-,64.21,66.96,0.91,
2026-07-24 21:56,AHSGY,20.0,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,-,-,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 19.42 (%2.9 altta) | EMA5 Direnç: 20.02 (%0.1 üstte),5.35-5.78 (%71.1 altta),-,-,53.32,32.53,0.09,
2026-07-24 21:56,AKBNK,67.6,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 62.55 (%7.5 altta) | EMA55 Direnç: 68.56 (%1.4 üstte),-,-,45.2,46.49,21.48,-0.18,
2026-07-24 21:56,AKCNS,236.2,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 230.11 (%2.6 altta),-,-,82.29,61.65,63.65,0.58,
2026-07-24 21:56,AKENR,10.56,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 8.62 (%18.4 altta) | EMA100 Direnç: 10.89 (%3.1 üstte),-,-,22.55,45.86,6.08,-0.09,
2026-07-24 21:56,AKFGY,2.75,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 2.72 (%1.2 altta) | EMA5 Direnç: 2.77 (%0.5 üstte),1.76-2.09 (%24.0 altta),-,16.7,47.43,8.94,-0.58,
2026-07-24 21:56,AKFIS,92.2,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,-,-,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 86.28 (%6.4 altta),-,-,-,90.87,99.69,0.96,
2026-07-24 21:56,AKFYE,26.7,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🚨Fiyat Bandın Üzerinde!,EMA5 Destek: 25.01 (%6.3 altta),15.20-16.67 (%37.6 altta),-,-,63.28,57.39,0.56,
2026-07-24 21:56,AKGRT,7.05,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 6.79 (%3.7 altta) | EMA5 Direnç: 7.10 (%0.8 üstte),1.27-1.46 (%79.3 altta),-,26.23,45.79,15.24,-0.34,
2026-07-24 21:56,AKHAN,40.16,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),🩸 SAT (Zirveden Dönüş),🔴 ZİRVEDE,-,-,🚨Fiyat Bandın Üzerinde!,EMA5 Destek: 37.69 (%6.1 altta),-,-,-,77.57,,0.95,
2026-07-24 21:56,AKMGY,242.8,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 230.55 (%5.0 altta) | EMA21 Direnç: 247.12 (%1.8 üstte),-,-,46.42,49.55,3.49,-0.72,
2026-07-24 21:56,AKSA,12.05,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 11.94 (%0.9 altta),-,-,51.71,60.65,77.87,0.83,
2026-07-24 21:56,AKSEN,105.8,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,🔴 ZİRVEDE,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🚨Fiyat Bandın Üzerinde!,EMA5 Destek: 96.75 (%8.6 altta),-,-,132.06,73.91,88.87,0.67,
2026-07-24 21:56,AKSGY,9.36,🟢 Yükseliş Trendinde,⏳ BEKLE,🩸 SAT (Zirveden Dönüş),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 9.05 (%3.3 altta) | EMA5 Direnç: 9.50 (%1.5 üstte),0.51-0.56 (%94.0 altta),-,75.81,60.42,28.93,0.77,
2026-07-24 21:56,AKSUE,46.38,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,🔴 ZİRVEDE,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 43.33 (%6.6 altta),10.00-11.73 (%74.7 altta),-,124.41,73.38,66.81,0.76,
2026-07-24 21:56,AKYHO,2.49,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 2.51 (%0.6 üstte),1.54-1.70 (%31.7 altta),-,-19.07,40.39,20.31,-0.94,
2026-07-24 21:56,ALARK,105.6,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),🟡 RİSKLİ AL (0 Üstü - Hacimsiz),-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 103.94 (%1.6 altta),-,-,30.09,57.97,56.81,0.81,
2026-07-24 21:56,ALBRK,8.06,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 7.94 (%1.5 altta) | EMA5 Direnç: 8.11 (%0.6 üstte),-,-,44.65,47.48,6.0,-0.53,
2026-07-24 21:56,ALCAR,845.0,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 836.21 (%1.0 altta) | EMA55 Direnç: 851.10 (%0.7 üstte),219.63-256.91 (%69.6 altta),894.50-945.50 (%5.9 üstte),9.15,53.25,89.11,0.45,
2026-07-24 21:56,ALCTL,174.5,🟢 Yükseliş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),🟡 RİSKLİ AL (0 Üstü - Hacimsiz),-,🚀 ASIL SİNYAL: GÜÇLÜ AL (EMA Sıralı + SSL Onay),⚪ Yelpaze Açık,🚨Fiyat Bandın Üzerinde!,EMA5 Destek: 157.83 (%9.6 altta),96.30-104.40 (%40.2 altta),-,74.83,66.48,49.98,0.7,
2026-07-24 21:56,ALFAS,46.0,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Direnç: 46.62 (%1.4 üstte),35.84-37.98 (%17.4 altta),99.37-121.39 (%116.0 üstte),-,49.7,12.58,0.16,
2026-07-24 21:56,ALGYO,3.51,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 3.17 (%9.6 altta) | EMA5 Direnç: 3.88 (%10.6 üstte),2.42-2.88 (%17.8 altta),-,10.62,38.97,2.09,-0.75,
2026-07-24 21:56,ALKA,9.09,🟢 Yükseliş Trendinde,⏳ BEKLE,🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 7.83 (%13.9 altta) | EMA5 Direnç: 9.23 (%1.6 üstte),-,-,16.08,39.48,2.12,-0.95,
2026-07-24 21:56,ALKIM,16.86,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 16.40 (%2.7 altta) | EMA5 Direnç: 17.39 (%3.1 üstte),-,-,2.8,43.85,6.03,-0.75,
2026-07-24 21:56,ALKLC,401.0,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,-,-,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 379.08 (%5.5 altta),-,-,-,64.56,31.03,0.18,
2026-07-24 21:56,ALTNY,16.67,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,-,-,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 16.30 (%2.2 altta) | EMA55 Direnç: 16.81 (%0.9 üstte),14.21-15.69 (%5.9 altta),-,-,51.59,13.62,-0.38,
2026-07-24 21:56,ALVES,2.47,🔴 Düşüş Trendinde,🔴 SAT,-,-,-,⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 2.54 (%2.7 üstte),-,4.54-5.64 (%84.0 üstte),-,38.41,1.88,-0.88,
2026-07-24 21:56,ANELE,130.0,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,🚀 ASIL SİNYAL: GÜÇLÜ AL (EMA Sıralı + SSL Onay),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 109.99 (%15.4 altta),-,-,486.96,79.23,15.52,0.89,
2026-07-24 21:56,ANGEN,10.15,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 10.37 (%2.2 üstte),-,13.77-16.45 (%35.7 üstte),-19.89,41.73,0.0,-0.71,
2026-07-24 21:56,ANHYT,105.9,🟢 Yükseliş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA21 Destek: 104.54 (%1.3 altta),-,-,63.33,52.05,23.88,-0.7,
2026-07-24 21:56,ANSGR,26.84,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 25.28 (%5.8 altta) | EMA21 Direnç: 27.34 (%1.9 üstte),1.29-1.37 (%94.9 altta),-,60.5,49.61,9.62,-0.6,
2026-07-24 21:56,ARASE,119.0,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 106.67 (%10.4 altta) | EMA5 Direnç: 119.72 (%0.6 üstte),-,-,101.49,67.07,62.82,0.93,
2026-07-24 21:56,ARCLK,99.0,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 99.88 (%0.9 üstte),-,170.00-193.30 (%71.7 üstte),-10.92,38.26,4.83,-0.92,
2026-07-24 21:56,ARDYZ,69.5,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 65.30 (%6.0 altta),24.49-26.55 (%61.8 altta),-,135.66,72.88,60.86,0.8,
2026-07-24 21:56,ARENA,24.92,🔴 Düşüş Trendinde,🔴 SAT,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 26.07 (%4.6 üstte),-,-,-8.74,41.89,0.98,-0.88,
2026-07-24 21:56,ARFYE,31.02,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,-,-,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 30.78 (%0.8 altta),-,-,-,50.63,79.43,-0.16,
2026-07-24 21:56,ARMGD,203.3,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,-,-,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 187.27 (%7.9 altta),-,-,-,75.71,51.99,0.91,
2026-07-24 21:56,ARSAN,3.55,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA21 Destek: 3.52 (%0.9 altta),0.63-0.66 (%81.3 altta),3.42-3.99 (fiyat bandın içinde!),60.68,50.76,50.18,-0.36,
2026-07-24 21:56,ARTMS,41.0,🔴 Düşüş Trendinde,🔴 SAT,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 40.60 (%1.0 altta) | EMA21 Direnç: 41.83 (%2.0 üstte),-,-,-,48.65,32.26,-0.57,
2026-07-24 21:56,ARZUM,1.82,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 1.95 (%7.3 üstte),1.59-1.70 (%6.7 altta),5.10-5.72 (%180.2 üstte),-42.03,33.79,0.0,-0.98,
2026-07-24 21:56,ASELS,380.25,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 374.13 (%1.6 altta),-,-,153.36,55.57,5.93,-0.65,
2026-07-24 21:56,ASGYO,11.65,🔴 Düşüş Trendinde,🔴 SAT,-,-,-,🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,EMA100 Destek: 11.64 (%0.1 altta) | EMA21 Direnç: 11.74 (%0.8 üstte),10.02-10.54 (%9.5 altta),-,-,49.92,34.74,0.16,
2026-07-24 21:56,ASTOR,297.0,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 266.20 (%10.4 altta) | EMA5 Direnç: 300.37 (%1.1 üstte),-,-,-,59.57,12.18,0.18,
2026-07-24 21:56,ASUZU,52.6,🔴 Düşüş Trendinde,🔴 SAT,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 55.29 (%5.1 üstte),49.14-52.81 (fiyat bandın içinde!),-,-5.98,37.5,0.12,-0.91,
2026-07-24 21:56,ATAGY,11.05,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,🚨Fiyat Bandın Altında!,EMA200 Destek: 9.83 (%11.1 altta) | EMA5 Direnç: 11.69 (%5.8 üstte),9.50-11.38 (fiyat bandın içinde!),13.71-15.98 (%24.1 üstte),12.43,37.64,7.23,-0.89,
2026-07-24 21:56,ATAKP,53.2,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA55 Destek: 51.88 (%2.5 altta) | EMA5 Direnç: 53.25 (%0.1 üstte),36.10-40.03 (%24.8 altta),-,-,49.86,35.74,0.12,
2026-07-24 21:56,ATATP,266.75,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),📈 TREND DEVAMI (0 Üstü + Hacim),🔴 ZİRVEDE,🚀 ASIL SİNYAL: GÜÇLÜ AL (EMA Sıralı + SSL Onay),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 236.74 (%11.3 altta),72.71-79.58 (%70.2 altta),-,162.43,74.46,67.69,0.85,
2026-07-24 21:56,ATATR,15.38,🟢 Yükseliş Trendinde,🔴 SAT,-,-,-,-,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 15.07 (%2.0 altta) | EMA5 Direnç: 15.73 (%2.3 üstte),-,-,-,50.32,,-0.07,
2026-07-24 21:56,ATEKS,118.0,🟢 Yükseliş Trendinde,⏳ BEKLE,🩸 SAT (Zirveden Dönüş),-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 109.91 (%6.9 altta) | EMA5 Direnç: 121.87 (%3.3 üstte),72.80-80.80 (%31.5 altta),173.00-196.60 (%46.6 üstte),24.35,55.04,69.4,0.77,
2026-07-24 21:56,ATLAS,7.7,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 7.28 (%5.5 altta) | EMA5 Direnç: 7.89 (%2.5 üstte),0.98-1.15 (%85.0 altta),-,49.16,49.13,13.27,-0.61,
2026-07-24 21:56,ATSYH,104.0,🟢 Yükseliş Trendinde,⏳ BEKLE,🩸 SAT (Zirveden Dönüş),-,⚪ Karışık / Testere Piyasası,⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 85.43 (%17.9 altta) | EMA5 Direnç: 108.50 (%4.3 üstte),-,-,65.39,63.57,81.31,0.92,
2026-07-24 21:56,AVGYO,15.66,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),🩸 SAT (Zirveden Dönüş),-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 15.26 (%2.6 altta),-,-,76.72,56.98,59.17,0.6,
2026-07-24 21:56,AVHOL,39.14,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 35.76 (%8.6 altta) | EMA100 Direnç: 40.13 (%2.5 üstte),30.24-37.62 (%3.9 altta),-,9.46,47.75,11.08,0.04,
2026-07-24 21:56,AVOD,3.92,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,🚨Fiyat Bandın Altında!,EMA100 Destek: 3.84 (%1.9 altta) | EMA55 Direnç: 4.12 (%5.0 üstte),2.51-2.73 (%30.4 altta),-,12.74,42.74,7.47,-0.72,
2026-07-24 21:56,AVPGY,52.85,🟢 Yükseliş Trendinde,🔴 SAT,-,-,-,⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 50.90 (%3.7 altta) | EMA55 Direnç: 53.87 (%1.9 üstte),44.96-49.00 (%7.3 altta),-,-,45.33,0.0,-0.6,
2026-07-24 21:56,AVTUR,15.1,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 14.60 (%3.3 altta) | EMA5 Direnç: 15.81 (%4.7 üstte),1.93-2.02 (%86.6 altta),-,36.92,39.51,0.37,-0.77,
2026-07-24 21:56,AYCES,498.0,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 425.97 (%14.5 altta) | EMA5 Direnç: 534.30 (%7.3 üstte),392.00-415.50 (%16.6 altta),-,16.91,42.51,1.47,-0.7,
2026-07-24 21:56,AYDEM,25.4,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 24.11 (%5.1 altta) | EMA21 Direnç: 25.85 (%1.8 üstte),16.99-18.00 (%29.1 altta),-,26.79,49.62,29.83,-0.5,
2026-07-24 21:56,AYEN,35.14,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 33.75 (%4.0 altta) | EMA5 Direnç: 35.43 (%0.8 üstte),-,-,44.26,56.47,7.87,0.16,
2026-07-24 21:56,AYES,31.22,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA21 Destek: 30.38 (%2.7 altta) | EMA5 Direnç: 32.30 (%3.5 üstte),-,-,131.92,56.68,0.0,0.43,
2026-07-24 21:56,AYGAZ,270.25,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 252.61 (%6.5 altta),-,-,92.77,60.51,51.95,-0.46,
2026-07-24 21:56,AZTEK,4.34,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 4.62 (%6.5 üstte),3.51-4.01 (%7.6 altta),-,-16.83,44.27,8.08,-0.06,
