Tarih,Varlık,Fiyat,Supertrend_Sinyal,Tilson_Sinyal,Hacim_SMI,Kombine_Dip,SSL&EMA_Sinyal,BB_Sikisma,BB_Fiyat_Durum,Destek_Direnc,Alim_Bandi,Satim_Bandi,RSI,StochRSI,TSI
2026-07-17 21:34,RTALB,3.44,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 3.42 (%0.6 altta) | EMA5 Direnç: 3.52 (%2.4 üstte),-,-,44.76,28.64,-0.38
2026-07-17 21:34,RUBNS,21.36,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 23.38 (%9.5 üstte),18.77-20.38 (%4.6 altta),-,36.41,0.0,-0.88
2026-07-17 21:34,RUZYE,9.65,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 8.12 (%15.9 altta) | EMA5 Direnç: 9.91 (%2.7 üstte),6.35-8.34 (%13.6 altta),-,37.35,6.11,-0.94
2026-07-17 21:34,RYGYO,31.98,🟢 Yükseliş Trendinde,⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 31.14 (%2.6 altta),-,-,57.31,11.44,-0.34
2026-07-17 21:34,RYSAS,20.8,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 18.74 (%9.9 altta) | EMA21 Direnç: 20.88 (%0.4 üstte),-,-,51.17,2.14,0.15
2026-07-17 21:34,SAFKR,20.64,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 19.59 (%5.1 altta) | EMA5 Direnç: 21.68 (%5.0 üstte),1.07-1.27 (%93.9 altta),-,38.87,5.99,-0.81
2026-07-17 21:34,SAHOL,88.4,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 85.99 (%2.7 altta) | EMA55 Direnç: 91.09 (%3.0 üstte),72.73-79.47 (%10.1 altta),-,45.43,10.3,-0.52
2026-07-17 21:34,SAMAT,5.72,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA21 Direnç: 6.18 (%8.0 üstte),-,-,44.35,36.41,0.51
2026-07-17 21:34,SANEL,72.5,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),🩸 SAT (Zirveden Dönüş),-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 71.11 (%1.9 altta),21.78-25.10 (%65.4 altta),-,66.15,79.63,0.92
2026-07-17 21:34,SANFM,9.28,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 8.63 (%7.0 altta) | EMA5 Direnç: 9.40 (%1.3 üstte),-,-,55.61,47.77,0.69
2026-07-17 21:34,SANKO,20.26,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 18.95 (%6.5 altta) | EMA5 Direnç: 21.21 (%4.7 üstte),5.22-6.05 (%70.2 altta),-,41.52,5.72,-0.75
2026-07-17 21:34,SARKY,25.2,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 23.71 (%5.9 altta) | EMA5 Direnç: 26.41 (%4.8 üstte),10.17-10.86 (%56.9 altta),-,45.84,1.83,-0.48
2026-07-17 21:34,SASA,2.43,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 2.48 (%2.2 üstte),-,2.96-3.58 (%21.8 üstte),43.56,4.48,-0.84
2026-07-17 21:34,SAYAS,45.32,🟢 Yükseliş Trendinde,🔴 SAT,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 44.56 (%1.7 altta) | EMA55 Direnç: 47.85 (%5.6 üstte),-,96.00-122.40 (%111.8 üstte),46.0,9.93,-0.02
2026-07-17 21:34,SDTTR,242.7,🟢 Yükseliş Trendinde,🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,"⚡ Yükseliş Hazırlığı (50>100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 238.48 (%1.7 altta) | EMA5 Direnç: 249.82 (%2.9 üstte),-,259.37-292.04 (%6.9 üstte),52.52,23.36,0.28
2026-07-17 21:34,SEGMN,48.5,🟢 Yükseliş Trendinde,🔴 SAT,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 41.24 (%15.0 altta) | EMA21 Direnç: 51.51 (%6.2 üstte),17.58-19.10 (%60.6 altta),-,48.98,2.42,-0.82
2026-07-17 21:34,SEGYO,4.46,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 4.04 (%9.4 altta) | EMA5 Direnç: 4.59 (%2.9 üstte),4.07-4.38 (%1.8 altta),-,42.24,7.73,-0.74
2026-07-17 21:34,SEKFK,9.95,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 9.54 (%4.1 altta) | EMA5 Direnç: 10.15 (%2.0 üstte),6.51-7.13 (%28.3 altta),10.79-12.94 (%8.4 üstte),47.96,0.0,-0.72
2026-07-17 21:34,SEKUR,11.25,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 10.71 (%4.8 altta),0.89-1.20 (%89.3 altta),-,70.04,34.92,0.81
2026-07-17 21:34,SELEC,261.0,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,🔴 ZİRVEDE,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🚨Fiyat Bandın Üzerinde!,EMA5 Destek: 209.31 (%19.8 altta),-,-,83.54,82.84,0.87
2026-07-17 21:34,SELVA,1.87,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 1.96 (%5.0 üstte),-,-,39.72,0.0,-0.85
2026-07-17 21:34,SERNT,8.84,🟢 Yükseliş Trendinde,🔴 SAT,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,EMA21 Direnç: 9.23 (%4.5 üstte),-,9.46-11.41 (%7.0 üstte),45.92,27.84,0.35
2026-07-17 21:34,SEYKM,5.33,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 5.16 (%3.3 altta) | EMA200 Direnç: 5.46 (%2.5 üstte),2.78-3.07 (%42.4 altta),9.17-10.39 (%72.0 üstte),53.62,65.24,0.13
2026-07-17 21:34,SILVR,2.44,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 2.30 (%5.7 altta) | EMA100 Direnç: 2.54 (%4.1 üstte),1.84-2.10 (%14.0 altta),2.64-2.92 (%8.2 üstte),42.86,16.02,-0.16
2026-07-17 21:34,SISE,44.2,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 42.24 (%4.4 altta) | EMA5 Direnç: 44.46 (%0.6 üstte),31.53-34.12 (%22.8 altta),-,50.39,3.34,-0.73
2026-07-17 21:34,SKBNK,19.63,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,🔴 ZİRVEDE,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🚨Fiyat Bandın Üzerinde!,EMA5 Destek: 17.76 (%9.5 altta),-,-,78.53,100.0,0.84
2026-07-17 21:34,SKTAS,3.34,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 3.52 (%5.4 üstte),-,-,46.21,46.48,0.11
2026-07-17 21:34,SKYLP,245.1,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 240.33 (%1.9 altta) | EMA5 Direnç: 259.51 (%5.9 üstte),73.50-80.00 (%67.4 altta),-,43.05,2.13,-0.92
2026-07-17 21:34,SKYMD,15.2,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,-,🟠 Daralıyor,🚨Fiyat Bandın Üzerinde!,EMA5 Destek: 14.60 (%3.9 altta),-,-,65.49,100.0,0.67
2026-07-17 21:34,SMART,24.86,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🚨Fiyat Bandın Altında!,EMA200 Destek: 23.02 (%7.4 altta) | EMA5 Direnç: 27.97 (%12.5 üstte),21.60-22.50 (%9.5 altta),35.12-40.90 (%41.3 üstte),38.6,0.0,-0.76
2026-07-17 21:34,SMRTG,11.67,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 11.58 (%0.8 altta) | EMA200 Direnç: 12.25 (%5.0 üstte),6.27-7.16 (%38.6 altta),21.10-25.57 (%80.8 üstte),61.27,58.86,0.7
2026-07-17 21:34,SMRVA,12.67,🔴 Düşüş Trendinde,🔴 SAT,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 13.86 (%9.4 üstte),-,-,38.1,14.21,-0.89
2026-07-17 21:34,SNGYO,3.66,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚪ Karışık / Testere Piyasası,🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 2.89 (%21.1 altta) | EMA100 Direnç: 3.69 (%0.9 üstte),0.97-1.06 (%71.0 altta),-,42.59,77.8,0.04
2026-07-17 21:34,SNICA,3.91,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🩸 ASIL SİNYAL: GÜÇLÜ SAT (EMA Çöktü + SSL Onay),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA21 Direnç: 4.22 (%8.0 üstte),-,7.72-10.28 (%97.4 üstte),45.05,30.5,0.14
2026-07-17 21:34,SNPAM,20.12,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 16.19 (%19.5 altta) | EMA100 Direnç: 20.62 (%2.5 üstte),13.62-14.45 (%28.2 altta),-,41.25,8.48,-0.52
2026-07-17 21:34,SODSN,8.59,🔴 Düşüş Trendinde,🔴 SAT,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 8.77 (%2.1 üstte),-,-,35.48,19.43,-0.96
2026-07-17 21:34,SOHOE,12.91,-,-,-,-,-,-,-,-,-,-,,,
2026-07-17 21:34,SOKE,19.15,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🚀 ASIL SİNYAL: GÜÇLÜ AL (EMA Sıralı + SSL Onay),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 17.53 (%8.5 altta),10.32-10.93 (%42.9 altta),20.44-22.72 (%6.7 üstte),64.9,21.63,-0.5
2026-07-17 21:34,SOKM,51.6,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 50.26 (%2.6 altta),34.82-37.50 (%27.3 altta),-,52.33,33.33,-0.61
2026-07-17 21:34,SONME,132.3,🟢 Yükseliş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),🚀 KUSURSUZ DÖNÜŞ (0 Altı + Hacim),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 128.82 (%2.6 altta) | EMA55 Direnç: 133.73 (%1.1 üstte),-,-,46.62,36.73,-0.82
2026-07-17 21:34,SRVGY,2.68,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 2.77 (%3.3 üstte),-,4.34-4.57 (%61.9 üstte),38.45,0.0,-0.88
2026-07-17 21:34,SUMAS,330.0,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA55 Destek: 316.20 (%4.2 altta) | EMA21 Direnç: 334.97 (%1.5 üstte),253.25-262.00 (%20.6 altta),-,50.22,28.17,0.33
2026-07-17 21:34,SUNTK,41.72,🔥 AL (Taze Kırılım),🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟡 Normal Genişlik,🚨Fiyat Bandın Üzerinde!,EMA55 Destek: 36.26 (%13.1 altta),-,-,58.76,54.61,-0.37
2026-07-17 21:34,SURGY,71.35,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,-,🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 70.94 (%0.6 altta),34.94-47.18 (%33.9 altta),-,56.19,17.13,0.03
2026-07-17 21:34,SUWEN,6.85,🔴 Düşüş Trendinde,🔴 SAT,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 6.89 (%0.6 üstte),-,-,38.68,10.52,-0.93
2026-07-17 21:34,SVGYO,12.72,🩸 SAT (Trend Kırıldı),🔴 SAT,-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 16.92 (%33.1 üstte),-,-,55.58,,-0.23
2026-07-17 21:34,TABGD,231.3,🔴 Düşüş Trendinde,🔴 SAT,-,-,-,🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 208.63 (%9.8 altta) | EMA55 Direnç: 232.04 (%0.3 üstte),-,-,44.51,20.36,-0.67
2026-07-17 21:34,TARKM,461.75,🟢 Yükseliş Trendinde,🔴 SAT,-,-,-,⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA100 Destek: 434.02 (%6.0 altta) | EMA21 Direnç: 468.96 (%1.6 üstte),322.00-341.00 (%26.2 altta),-,50.77,20.52,0.46
2026-07-17 21:34,TATEN,12.35,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Direnç: 12.43 (%0.7 üstte),-,-,45.61,2.82,-0.49
2026-07-17 21:34,TATGD,19.01,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 18.29 (%3.8 altta) | EMA5 Direnç: 19.11 (%0.5 üstte),10.51-11.50 (%39.5 altta),35.32-39.08 (%85.8 üstte),55.45,6.25,0.19
2026-07-17 21:34,TAVHL,265.5,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 258.90 (%2.5 altta) | EMA5 Direnç: 272.13 (%2.5 üstte),63.70-71.75 (%73.0 altta),-,44.21,30.71,-0.39
2026-07-17 21:34,TBORG,126.6,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 104.20 (%17.7 altta) | EMA5 Direnç: 130.76 (%3.3 üstte),-,-,32.32,13.71,-0.92
2026-07-17 21:34,TCELL,108.5,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 108.49 (%0.0 altta) | EMA21 Direnç: 109.02 (%0.5 üstte),-,-,50.15,26.51,-0.52
2026-07-17 21:34,TCKRC,134.0,🟢 Yükseliş Trendinde,🔴 SAT,-,-,-,-,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 119.70 (%10.7 altta) | EMA5 Direnç: 134.32 (%0.2 üstte),-,-,57.79,5.2,0.57
2026-07-17 21:34,TDGYO,15.83,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 15.47 (%2.3 altta) | EMA21 Direnç: 17.76 (%12.2 üstte),-,-,41.74,86.47,-0.48
2026-07-17 21:34,TEHOL,41.0,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 38.26 (%6.7 altta),0.18-0.19 (%99.5 altta),-,74.03,100.0,0.97
2026-07-17 21:34,TEKTU,9.01,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 7.52 (%16.6 altta) | EMA5 Direnç: 9.58 (%6.3 üstte),-,-,43.44,6.96,-0.85
2026-07-17 21:34,TERA,159.7,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 150.61 (%5.7 altta) | EMA5 Direnç: 166.60 (%4.3 üstte),-,-,39.0,3.42,-0.87
2026-07-17 21:34,TEZOL,15.87,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 15.86 (%0.1 altta) | EMA5 Direnç: 16.47 (%3.8 üstte),-,19.78-21.36 (%24.6 üstte),46.32,0.14,-0.74
2026-07-17 21:34,TGSAS,181.6,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 176.51 (%2.8 altta),-,-,57.18,78.91,0.59
2026-07-17 21:34,THYAO,329.5,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 314.19 (%4.6 altta) | EMA5 Direnç: 329.82 (%0.1 üstte),-,-,56.89,87.88,0.42
2026-07-17 21:34,TKFEN,145.0,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 140.63 (%3.0 altta),-,-,64.85,11.68,0.3
2026-07-17 21:34,TKNSA,18.12,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 19.13 (%5.6 üstte),-,40.02-44.54 (%120.9 üstte),35.53,0.26,-0.96
2026-07-17 21:34,TLMAN,84.2,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 79.90 (%5.1 altta) | EMA5 Direnç: 89.65 (%6.5 üstte),72.65-78.80 (%6.4 altta),99.55-103.90 (%18.2 üstte),37.93,1.28,-0.57
2026-07-17 21:34,TMPOL,433.0,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA21 Destek: 432.35 (%0.2 altta) | EMA5 Direnç: 434.21 (%0.3 üstte),66.90-85.40 (%80.3 altta),-,51.28,29.09,-0.35
2026-07-17 21:34,TMSN,83.45,🔴 Düşüş Trendinde,🔴 SAT,-,🟢 POTANSİYEL DİP,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🟡 Normal Genişlik,🚨Fiyat Bandın Altında!,EMA5 Direnç: 87.66 (%5.0 üstte),-,-,33.11,4.76,-0.96
2026-07-17 21:34,TNZTP,23.2,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 22.06 (%4.9 altta) | EMA55 Direnç: 23.68 (%2.1 üstte),17.48-20.72 (%10.7 altta),-,45.8,9.21,-0.38
2026-07-17 21:34,TOASO,307.75,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 307.41 (%0.1 altta),-,-,56.17,14.75,0.36
2026-07-17 21:34,TRALT,50.25,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 50.14 (%0.2 altta),-,-,54.58,81.09,0.54
2026-07-17 21:34,TRCAS,44.72,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 43.03 (%3.8 altta),-,-,55.18,19.71,-0.53
2026-07-17 21:34,TRENJ,91.9,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA21 Destek: 91.82 (%0.1 altta) | EMA5 Direnç: 91.92 (%0.0 üstte),-,-,50.5,76.49,-0.19
2026-07-17 21:34,TRGYO,98.7,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 91.95 (%6.8 altta) | EMA5 Direnç: 98.90 (%0.2 üstte),-,-,64.56,36.46,0.69
2026-07-17 21:34,TRHOL,1698.0,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 1587.85 (%6.5 altta),-,-,70.74,13.85,0.72
2026-07-17 21:34,TRILC,1.5,🔴 Düşüş Trendinde,⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 1.44 (%3.8 altta) | EMA21 Direnç: 2.13 (%41.8 üstte),-,3.38-4.62 (%125.1 üstte),37.26,7.93,-0.87
2026-07-17 21:34,TRMET,119.7,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 118.65 (%0.9 altta) | EMA21 Direnç: 119.98 (%0.2 üstte),-,-,50.27,52.35,-0.45
2026-07-17 21:34,TSGYO,6.28,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 6.52 (%3.9 üstte),-,6.76-7.14 (%7.6 üstte),40.36,23.86,-0.56
2026-07-17 21:34,TSKB,11.88,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 11.82 (%0.5 altta) | EMA21 Direnç: 11.92 (%0.4 üstte),-,-,49.36,47.7,-0.26
