Tarih,Varlık,Fiyat,Supertrend_Sinyal,Tilson_Sinyal,Hacim_SMI,Kombine_Dip,SSL&EMA_Sinyal,BB_Sikisma,BB_Fiyat_Durum,Destek_Direnc,Alim_Bandi,Satim_Bandi,EMA_200_Durumu,RSI,StochRSI,TSI,BB_Bant_Durum,EMA_Durumu
2026-08-04 15:22,SEYKM,4.63,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 4.74 (%2.3 üstte),4.01-4.58 (%1.1 altta),6.71-7.43 (%44.9 üstte),-13.11,38.24,1.55,-0.97,0,
2026-08-04 15:22,SILVR,2.28,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 2.30 (%0.7 üstte),-,-,-15.18,29.9,18.81,-0.93,0,
2026-08-04 15:22,SISE,42.44,🔴 Düşüş Trendinde,🔴 SAT,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 42.30 (%0.3 altta) | EMA21 Direnç: 43.30 (%2.0 üstte),33.68-35.97 (%15.2 altta),51.09-53.41 (%20.4 üstte),0.79,43.72,15.43,-0.75,0,
2026-08-04 15:22,SKBNK,6.43,🔴 Düşüş Trendinde,🔴 SAT,-,🟢 POTANSİYEL DİP,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 8.65 (%34.6 üstte),6.36-6.61 (fiyat bandın içinde!),-,-43.18,20.0,0.0,-0.97,0,
2026-08-04 15:22,SKTAS,3.19,🔴 Düşüş Trendinde,⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 3.19 (%0.1 altta) | EMA21 Direnç: 3.38 (%6.0 üstte),3.09-3.25 (fiyat bandın içinde!),4.48-4.87 (%40.4 üstte),-15.73,39.78,13.48,-0.88,0,
2026-08-04 15:22,SKYLP,261.75,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 261.62 (%0.0 altta) | EMA55 Direnç: 274.96 (%5.0 üstte),-,320.75-352.75 (%22.5 üstte),4.07,49.91,65.19,0.59,0,
2026-08-04 15:22,SKYMD,14.1,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,🚨Fiyat Bandın Altında!,EMA100 Destek: 13.82 (%2.0 altta) | EMA55 Direnç: 14.16 (%0.4 üstte),11.53-12.16 (%13.8 altta),-,3.16,45.38,10.58,-0.64,-0.03,
2026-08-04 15:22,SMART,24.0,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 24.16 (%0.7 üstte),22.76-23.34 (%2.7 altta),38.68-41.76 (%61.2 üstte),-16.69,37.6,29.02,-0.28,0,
2026-08-04 15:22,SMRTG,11.01,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 10.50 (%4.6 altta) | EMA55 Direnç: 11.18 (%1.6 üstte),7.30-7.68 (%30.2 altta),12.14-13.31 (%10.3 üstte),11.23,42.99,16.63,0.09,0,
2026-08-04 15:22,SMRVA,11.2,🔴 Düşüş Trendinde,🔴 SAT,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),🚀 KUSURSUZ DİP,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 11.59 (%3.4 üstte),10.79-11.08 (%1.0 altta),90.16-100.55 (%705.0 üstte),-60.25,23.88,0.0,-0.94,0,
2026-08-04 15:22,SNGYO,3.2,🔴 Düşüş Trendinde,⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 3.19 (%0.2 altta) | EMA21 Direnç: 3.47 (%8.4 üstte),-,5.18-5.30 (%61.9 üstte),-23.05,34.54,11.05,-0.97,0,
2026-08-04 15:22,SNICA,3.56,🔴 Düşüş Trendinde,⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 3.61 (%1.3 üstte),-,5.31-5.75 (%49.2 üstte),-16.45,33.45,6.86,-0.96,0,
2026-08-04 15:22,SNPAM,18.91,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 19.05 (%0.8 üstte),-,35.98-37.94 (%90.3 üstte),-17.69,35.08,25.16,-0.67,0,
2026-08-04 15:22,SODSN,7.9,🔴 Düşüş Trendinde,🔴 SAT,-,🟢 POTANSİYEL DİP,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,🚨Fiyat Bandın Altında!,EMA5 Direnç: 8.12 (%2.8 üstte),-,14.16-14.18 (%79.3 üstte),-28.2,26.9,0.0,-0.85,-1.5,
2026-08-04 15:22,SOHOE,10.62,🟢 Yükseliş Trendinde,🔴 SAT,-,-,-,-,-,EMA5 Direnç: 11.13 (%4.8 üstte),-,-,-,14.94,,-0.97,-,
2026-08-04 15:22,SOKE,15.13,🔴 Düşüş Trendinde,🔴 SAT,-,🟢 POTANSİYEL DİP,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 14.78 (%2.3 altta) | EMA5 Direnç: 16.22 (%7.2 üstte),13.00-13.51 (%10.7 altta),-,2.37,34.34,2.56,-0.71,0,
2026-08-04 15:22,SOKM,51.75,🟢 Yükseliş Trendinde,🔴 SAT,-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 51.01 (%1.4 altta) | EMA5 Direnç: 52.46 (%1.4 üstte),43.82-45.32 (%12.4 altta),67.35-70.25 (%30.1 üstte),5.11,54.12,36.56,0.48,0,
2026-08-04 15:22,SONME,119.9,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 121.42 (%1.3 üstte),110.00-118.90 (%0.8 altta),155.40-164.80 (%29.6 üstte),-12.78,38.92,7.59,-0.92,0,
2026-08-04 15:22,SRVGY,2.43,🔴 Düşüş Trendinde,🔴 SAT,-,🟢 POTANSİYEL DİP,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 2.47 (%1.6 üstte),-,2.92-3.15 (%20.2 üstte),-20.42,24.01,6.61,-0.93,0,
2026-08-04 15:22,SUMAS,298.0,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 308.38 (%3.5 üstte),253.00-260.00 (%12.8 altta),350.25-380.00 (%17.5 üstte),-6.17,36.97,2.0,-0.36,0,
2026-08-04 15:22,SUNTK,44.36,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 43.63 (%1.6 altta),-,-,16.68,64.01,42.43,0.71,0,
2026-08-04 15:22,SURGY,67.05,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 67.00 (%0.1 altta) | EMA5 Direnç: 67.88 (%1.2 üstte),42.76-43.28 (%35.5 altta),69.90-78.25 (%4.3 üstte),9.56,42.96,25.91,-0.31,0,
2026-08-04 15:22,SUWEN,6.06,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 6.41 (%5.8 üstte),-,-,-30.61,34.34,25.45,-0.41,0,
2026-08-04 15:22,SVGYO,13.4,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,-,-,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 13.10 (%2.3 altta) | EMA21 Direnç: 14.75 (%10.1 üstte),-,-,-,36.49,91.47,0.14,0,
2026-08-04 15:22,TABGD,244.4,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),🟡 RİSKLİ AL (0 Üstü - Hacimsiz),-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA55 Destek: 243.12 (%0.5 altta) | EMA100 Direnç: 245.73 (%0.5 üstte),203.68-210.85 (%13.7 altta),-,2.09,56.94,97.71,0.66,0,
2026-08-04 15:22,TARKM,460.25,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 440.70 (%4.2 altta) | EMA5 Direnç: 471.69 (%2.5 üstte),322.00-328.50 (%28.6 altta),522.50-538.50 (%13.5 üstte),4.44,38.99,27.34,-0.01,0,
2026-08-04 15:22,TATEN,11.09,🔴 Düşüş Trendinde,🔴 SAT,-,🟢 POTANSİYEL DİP,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,🚨Fiyat Bandın Altında!,EMA5 Direnç: 12.15 (%9.5 üstte),-,14.20-15.58 (%28.0 üstte),-20.49,33.01,33.95,-0.04,-1.37,
2026-08-04 15:22,TATGD,16.99,🩸 SAT (Trend Kırıldı),🔴 SAT,-,🟢 POTANSİYEL DİP,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,🚨Fiyat Bandın Altında!,EMA200 Destek: 16.58 (%2.4 altta) | EMA5 Direnç: 18.32 (%7.8 üstte),16.30-16.74 (%1.5 altta),-,2.49,34.85,24.94,-0.3,-2.33,
2026-08-04 15:22,TAVHL,283.0,🔥 AL (Taze Kırılım),🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,🚨Fiyat Bandın Üzerinde!,EMA100 Destek: 279.31 (%1.3 altta),247.05-254.06 (%10.2 altta),335.02-347.18 (%18.4 üstte),1.87,59.0,87.93,0.54,1.07,
2026-08-04 15:22,TBORG,133.5,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 129.12 (%3.3 altta) | EMA55 Direnç: 133.56 (%0.0 üstte),-,174.60-180.10 (%30.8 üstte),-12.03,57.31,71.49,0.4,0,
2026-08-04 15:22,TCELL,106.7,🔴 Düşüş Trendinde,⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA21 Destek: 106.39 (%0.3 altta) | EMA55 Direnç: 108.20 (%1.4 üstte),-,119.50-123.40 (%12.0 üstte),1.71,49.61,21.46,-0.77,0,
2026-08-04 15:22,TCKRC,143.5,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 141.42 (%1.5 altta),46.22-48.80 (%66.0 altta),162.20-166.60 (%13.0 üstte),43.05,54.43,85.15,0.75,0,
2026-08-04 15:22,TDGYO,16.58,🟢 Yükseliş Trendinde,⏳ BEKLE,🩸 SAT (Zirveden Dönüş),-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 16.54 (%0.2 altta) | EMA100 Direnç: 17.56 (%5.9 üstte),-,41.00-42.56 (%147.3 üstte),-20.29,57.11,86.98,0.91,0,
2026-08-04 15:22,TEHOL,48.16,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,🔴 ZİRVEDE,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟡 Normal Genişlik,🚨Fiyat Bandın Üzerinde!,EMA5 Destek: 45.73 (%5.0 altta),12.87-13.60 (%71.8 altta),-,57.7,96.05,100.0,0.91,3.11,
2026-08-04 15:22,TEKTU,7.7,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 7.96 (%3.4 üstte),-,28.50-30.66 (%270.1 üstte),-39.42,31.84,10.45,-0.92,0,
2026-08-04 15:22,TERA,192.1,🔥 AL (Taze Kırılım),🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,🚨Fiyat Bandın Üzerinde!,EMA55 Destek: 188.27 (%2.0 altta) | EMA100 Direnç: 207.21 (%7.9 üstte),-,-,-7.72,65.29,100.0,0.59,6.49,
2026-08-04 15:22,TEZOL,9.67,🔴 Düşüş Trendinde,🔴 SAT,-,🟢 POTANSİYEL DİP,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🚨Fiyat Bandın Altında!,EMA5 Direnç: 11.50 (%19.0 üstte),-,-,-36.38,9.74,0.0,-0.95,-10.5,
2026-08-04 15:22,TGSAS,180.9,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 179.97 (%0.5 altta),-,-,1.1,51.46,22.64,-0.62,0,
2026-08-04 15:22,THYAO,320.5,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 318.43 (%0.6 altta) | EMA21 Direnç: 321.39 (%0.3 üstte),262.75-269.00 (%16.1 altta),-,4.03,49.3,23.79,-0.79,0,
2026-08-04 15:22,TKFEN,166.8,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),🟡 RİSKLİ AL (0 Üstü - Hacimsiz),🔴 ZİRVEDE,🚀 ASIL SİNYAL: GÜÇLÜ AL (EMA Sıralı + SSL Onay),🟡 Normal Genişlik,🚨Fiyat Bandın Üzerinde!,EMA5 Destek: 155.66 (%6.7 altta),-,-,50.96,75.51,94.44,0.83,3.78,
2026-08-04 15:22,TKNSA,16.22,🔴 Düşüş Trendinde,🔴 SAT,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 16.45 (%1.4 üstte),-,26.64-27.82 (%64.2 üstte),-26.89,23.28,14.32,-0.93,0,
2026-08-04 15:22,TLMAN,79.45,🔴 Düşüş Trendinde,⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 80.22 (%1.0 üstte),-,84.60-91.35 (%6.5 üstte),-16.64,26.69,20.99,-0.87,0,
2026-08-04 15:22,TMPOL,476.5,🟢 Yükseliş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🚀 ASIL SİNYAL: GÜÇLÜ AL (EMA Sıralı + SSL Onay),🚨 BB SIKIŞMA,🚨Fiyat Bandın Üzerinde!,EMA5 Destek: 444.20 (%6.8 altta),-,640.50-703.00 (%34.4 üstte),28.7,63.49,44.0,-0.09,3.39,
2026-08-04 15:22,TMSN,81.45,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 82.26 (%1.0 üstte),-,117.00-122.40 (%43.6 üstte),-19.42,42.66,64.26,-0.33,0,
2026-08-04 15:22,TNZTP,29.58,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,🔴 ZİRVEDE,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🚨Fiyat Bandın Üzerinde!,EMA5 Destek: 27.57 (%6.8 altta),20.08-20.84 (%29.5 altta),-,18.97,76.85,100.0,0.95,4.84,
2026-08-04 15:22,TOASO,273.0,🔴 Düşüş Trendinde,⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 271.48 (%0.6 altta) | EMA200 Direnç: 274.81 (%0.7 üstte),209.47-218.45 (%20.0 altta),-,-0.66,39.17,29.38,-0.89,0,
2026-08-04 15:22,TRALT,46.26,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 42.24 (%8.7 altta) | EMA5 Direnç: 46.57 (%0.7 üstte),42.16-43.54 (%5.9 altta),-,9.53,42.6,19.13,-0.9,0,
2026-08-04 15:22,TRCAS,41.76,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 41.31 (%1.1 altta) | EMA5 Direnç: 43.06 (%3.1 üstte),37.36-39.29 (%5.9 altta),-,1.08,40.75,16.4,-0.26,0,
2026-08-04 15:22,TRENJ,93.9,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA21 Destek: 93.62 (%0.3 altta) | EMA5 Direnç: 94.09 (%0.2 üstte),83.00-85.00 (%9.5 altta),115.00-122.80 (%22.5 üstte),7.36,51.1,9.23,0.2,0,
2026-08-04 15:22,TRGYO,92.95,🩸 SAT (Trend Kırıldı),🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 92.37 (%0.6 altta) | EMA5 Direnç: 94.07 (%1.2 üstte),66.98-68.50 (%26.3 altta),-,9.92,35.76,6.33,-0.97,0,
2026-08-04 15:22,TRHOL,1840.0,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 1839.12 (%0.0 altta),191.90-206.00 (%88.8 altta),-,73.53,59.56,79.86,0.81,0,
2026-08-04 15:22,TRILC,1.19,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 1.23 (%3.4 üstte),-,3.87-4.13 (%225.2 üstte),-50.71,38.87,18.58,-0.81,0,
2026-08-04 15:22,TRMET,127.3,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 123.81 (%2.7 altta) | EMA5 Direnç: 128.13 (%0.7 üstte),106.40-111.80 (%12.2 altta),135.90-142.60 (%6.8 üstte),12.71,55.02,36.02,0.63,0,
2026-08-04 15:22,TSGYO,5.62,🔴 Düşüş Trendinde,🔴 SAT,-,🟢 POTANSİYEL DİP,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🚨Fiyat Bandın Altında!,EMA5 Direnç: 5.87 (%4.4 üstte),-,-,-19.66,21.34,0.0,-0.88,-2.19,
2026-08-04 15:22,TSKB,11.2,🔴 Düşüş Trendinde,⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 11.10 (%0.9 altta) | EMA21 Direnç: 11.42 (%1.9 üstte),-,12.05-12.64 (%7.6 üstte),-7.27,44.07,16.57,-0.72,0,
2026-08-04 15:22,TSPOR,0.94,🟢 Yükseliş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 0.94 (%0.0 altta) | EMA5 Direnç: 0.94 (%0.4 üstte),0.89-0.91 (%3.2 altta),-,-10.73,50.39,28.34,0.29,0,
2026-08-04 15:22,TTKOM,53.0,🔴 Düşüş Trendinde,⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 52.57 (%0.8 altta) | EMA21 Direnç: 56.13 (%5.9 üstte),49.78-52.05 (%1.8 altta),-,-10.2,35.75,18.26,-0.87,0,
2026-08-04 15:22,TTRAK,408.0,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 410.95 (%0.7 üstte),-,461.25-483.50 (%13.1 üstte),-17.67,32.34,5.9,-0.89,0,
2026-08-04 15:22,TUCLK,3.79,🔴 Düşüş Trendinde,🔴 SAT,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 3.79 (%0.0 altta) | EMA21 Direnç: 3.91 (%3.2 üstte),-,4.05-4.12 (%6.9 üstte),-33.82,40.92,38.67,-0.79,0,
2026-08-04 15:22,TUKAS,1.99,🔴 Düşüş Trendinde,🔴 SAT,-,🟢 POTANSİYEL DİP,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 2.01 (%1.2 üstte),-,2.67-2.80 (%34.2 üstte),-22.16,26.91,7.66,-0.85,0,
2026-08-04 15:22,TUPRS,284.75,🩸 SAT (Trend Kırıldı),🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 281.15 (%1.3 altta) | EMA5 Direnç: 291.45 (%2.4 üstte),216.10-220.80 (%22.5 altta),-,26.87,56.05,3.76,0.28,0,
2026-08-04 15:22,TUREX,6.66,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 6.84 (%2.8 üstte),-,8.15-9.07 (%22.4 üstte),-16.38,39.07,37.58,0.07,0,
2026-08-04 15:22,TURGG,26.0,🔴 Düşüş Trendinde,🔴 SAT,-,🟢 POTANSİYEL DİP,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 26.39 (%1.5 üstte),25.72-26.46 (fiyat bandın içinde!),26.94-28.18 (%3.6 üstte),-13.34,34.96,9.26,-0.57,0,
2026-08-04 15:22,TURSG,6.28,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 6.10 (%2.9 altta) | EMA5 Direnç: 6.34 (%1.0 üstte),-,7.08-7.47 (%12.7 üstte),2.97,43.88,3.17,-0.57,0,
2026-08-04 15:22,UCAYM,26.52,🔴 Düşüş Trendinde,⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,-,⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 26.54 (%0.1 üstte),-,-,-,34.04,14.33,-0.91,0,
2026-08-04 15:22,UFUK,1706.0,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 1682.28 (%1.4 altta),1266.00-1356.00 (%20.5 altta),-,13.53,56.85,54.53,-0.22,0,
2026-08-04 15:22,ULAS,21.04,🔴 Düşüş Trendinde,🔴 SAT,-,🟢 POTANSİYEL DİP,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🚨Fiyat Bandın Altında!,EMA5 Direnç: 22.06 (%4.9 üstte),-,26.62-29.60 (%26.5 üstte),-25.65,24.81,8.01,-0.64,-2.17,
2026-08-04 15:22,ULKER,87.95,🔴 Düşüş Trendinde,🔴 SAT,-,🟢 POTANSİYEL DİP,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 89.24 (%1.5 üstte),-,-,-17.92,20.4,0.44,-0.92,0,
2026-08-04 15:22,ULUFA,1.7,🔴 Düşüş Trendinde,⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 1.69 (%0.4 altta) | EMA21 Direnç: 1.74 (%2.5 üstte),-,1.90-1.98 (%11.8 üstte),-7.43,41.91,63.79,-0.85,0,
